,Slang,Formal
4452,inii,ini
4453,bnyak,banyak
4454,ato,atau
4455,ayoookkkkkk,ayo
4456,bgt,banget
4457,y,ya
4458,yaaa,ya
4459,pengen,pengin
4460,yg,yang
4461,mb,mbak
4462,klo,kalo
4463,cwek,cewek
4464,namax,namanya
4465,klo,kalo
4466,cwo,cowok
4467,artix,artinya
4468,klo,kalo
4469,cwek,cewek
4470,namax,namanya
4471,klo,kalo
4472,cwo,cowok
4473,namax,namanya
4474,cewe,cewek
4475,cowo,cowok
4476,klo,kalo
4477,lt,lantai
4478,cewe,cewek
4479,tambahin,tambahkan
4480,"nama""",nama-nama
4481,mba,mbak
4482,smg,semoga
4483,sll,selalu
4484,cowo,cowok
4485,cewe,cewek
4486,aja,saja
4487,klo,kalo
4488,cwe,cewek
4489,serem,seram
4490,serem,seram
4491,bgt,banget
4492,yg,yang
4493,masing2,masing-masing
4494,elu,lu
4495,udah,sudah
4496,aja,saja
4497,ngapain,mengapai
4498,kepoin,mengepoi
4499,keluarin,mengeluarkan
4500,gajelas,enggak jelas
4501,yg,yang
4502,mbak2,mbak-mbak
4503,yg,yang
4504,pedes,pedas
4505,smua,semua
4506,komentnya,komentarnya
4507,gk,enggak
4508,uda,sudah
4509,ny,nya
4510,omongin,mengomongkan
4511,gk,enggak
4512,anak2nya,anak-anaknya
4513,ngalirrrrr,mengalir
4514,krn,karena
4515,udh,sudah
4516,sbr,sabar
4517,yg,yang
4518,g,enggak
4519,gmn,bagaimana
4520,g,enggak
4521,ad,ada
4522,idup,hidup
4523,sma,sama
4524,mrk,mereka
4525,tp,tapi
4526,nmbah,bertambah
4527,terossss,terus
4528,gpp,enggak apa-apa
4529,ngehujat,menghujat
4530,dosaa,dosa
4531,ngebela,membela
4532,mmg,memang
4533,seindonesiyah,seindonesia
4534,tp,tapi
4535,ank,anak
4536,tdk,tidak
4537,orgtuanya,orang tuanya
4538,jd,jadi
4539,jgn,jangan
4540,anknya,anaknya
4541,kmu,kamu
4542,seh,sih
4543,kyk,kayak
4544,yg,yang
4545,ksh,kasih
4546,aja,saja
4547,udh,sudah
4548,senyumin,senyumi
4549,gw,gue
4550,mh,mah
4551,liat,lihat
4552,slalu,selalu
4553,cpt,cepat
4554,dapet,dapat
4555,yg,yang
4556,segala2nya,segala-galanya
4557,ngalir,mengalir
4558,yaa,ya
4559,ngrusak,merusak
4560,anak2nya,anak-anaknya
4561,aja,saja
4562,ngalir,mengalir
4563,org,orang
4564,px,punya
4565,kslhn,kesalahan
4566,skrngnya,sekarangnya
4567,udh,sudah
4568,lbh,lebih
4569,knp,kenapa
4570,engga,enggak
4571,emang,memang
4572,g,enggak
4573,ga,enggak
4574,kalik,kali
4575,ak,aku
4576,mba,mbak
4577,yg,yang
4578,lbh,lebih
4579,yah,ya
4580,g,enggak
4581,bilangin,bilang
4582,yg,yang
4583,g,enggak
4584,nyambungin,menyambung
4585,yg,yang
4586,d,di
4587,uda,sudah
4588,yg,yang
4589,sllu,selalu
4590,org,orang
4591,tu,itu
4592,scra,secara
4593,g,enggak
4594,nggali,menggali
4595,org,orang
4596,yg,yang
4597,g,enggak
4598,g,enggak
4599,yg,yang
4600,cmpur,campur
4601,y,ya
4602,gk,enggak
4603,elo,lo
4604,utk,untuk
4605,jg,juga
4606,dgr,dengar
4607,elo,lo
4608,gk,enggak
4609,y,ya
4610,gak,enggak
4611,gitu,begitu
4612,aja,saja
4613,kurng,kurang
4614,kepoin,mengepoi
4615,sampe,sampai
4616,nangis,menangis
4617,bnget,banget
4618,nangiiiiis,menangis
4619,nangiiis,menangis
4620,kasian,kasihan
4621,ngomentarin,mengomentari
4622,org,orang
4623,aja,saja
4624,org,orang
4625,udh,sudah
4626,idupnya,hidupnya
4627,ortunya,orang tuanya
4628,gk,enggak
4629,woey,woy
4630,bloghhh,goblok
4631,org2,orang-orang
4632,yg,yang
4633,ngomongin,mengomongkan
4634,nyimak,menyimak
4635,doank,doang
4636,lbh,lebih
4637,orang2,orang-orang
4638,orang2,orang-orang
4639,nangis,menangis
4640,"abal""",abal-abal
4641,kasian,kasihan
4642,dikata2in,dikata-katai
4643,bnyk,banyak
4644,yg,yang
4645,ngehina,menghina
4646,gmna,bagaimana
4647,smoga,semoga
4648,jd,jadi
4649,yg,yang
4650,bs,bisa
4651,jd,jadi
4652,kebanggan,kebanggaan
4653,udah,sudah
4654,ngaca,mengaca
4655,donk,dong
4656,jg,juga
4657,dah,deh
4658,jngn,jangan
4659,klo,kalo
4660,gimana,bagaimana
4661,mnjawab,menjawab
4662,woooiiiiiiii,woy
4663,dosaaaaaaaaaa,dosa
4664,ingt,ingat
4665,karmaaa,karma
4666,woooiiiii,woy
4667,yg,yang
4668,yg,yang
4669,ngkkkkkk,mengakak
4670,yg,yang
4671,ad,ada
4672,makny,maknya
4673,orng,orang
4674,wdooohhh,waduh
4675,ank,anak
4676,ap,apa
4677,y,ya
4678,kasihn,kasihan
4679,bru,baru
4680,lhirr,lahir
4681,dpt,dapat
4682,hujatann,hujatan
4683,palgi,apalagi
4684,kl,kalo
4685,dh,dah
4686,yaa,ya
4687,wihhh,wih
4688,kakakkk,kakak
4689,bgt,banget
4690,bagusss,bagus
4691,bangat,banget
4692,yah,ya
4693,yuuk,yuk
4694,yaa,ya
4695,bgt,banget
4696,jt,juta
4697,ngets,banget
4698,stp,setiap
4699,penbelian,pembelian
4700,cuaantik,cantik
4701,sukakkk,suka
4702,bgt,banget
4703,m,sama
4704,pingin,pengin
4705,yg,yang
4706,jgn,jangan
4707,yak,ya
4708,yaa,ya
4709,cucokkk,cocok
4710,bngettt,banget
4711,bkin,bikin
4712,lyt,lihat
4713,expresi,ekspresi
4714,natap,menatap
4715,gilaaa,gila
4716,bgt,banget
4717,gk,enggak
4718,ccok,cocok
4719,helloo,halo
4720,yg,yang
4721,emang,memang
4722,mh,mah
4723,udah,sudah
4724,dripada,daripada
4725,sama2,sama-sama
4726,difotoin,difoto
4727,mreka,mereka
4728,psangan,pasangan
4729,yg,yang
4730,skali,sekali
4731,knp,kenapa
4732,bgttt,banget
4733,cakepp,cakep
4734,ngiriii,mengiri
4735,coxok,cocok
4736,bgt,banget
4737,buatin,buatkan
4738,lg,lagi
4739,napa,kenapa
4740,yahhh,ya
4741,binggo,banget
4742,yng,yang
4743,udah,sudah
4744,liat,lihat
4745,nihhh,nih
4746,statusx,statusnya
4747,cem,macam
4748,yee,ya
4749,klo,kalo
4750,cntik,cantik
4751,bgt,banget
4752,bgt,banget
4753,kaka,kakak
4754,y,ya
4755,ngikutin,mengikuti
4756,ngikutin,mengikuti
4757,cewe,cewek
4758,aja,saja
4759,sm,sama
4760,sunggu,sungguh
4761,udh,sudah
4762,lagiii,lagi
4763,denger,dengar
4764,ammiiin,amin
4765,haddeh,aduh
4766,km,kamu
4767,maaasss,mas
4768,klo,kalo
4769,ngomong,mengomong
4770,nggak,enggak
4771,bgt,banget
4772,segerrrr,segar
4773,ilang,hilang
4774,kemn,kemana
4775,y,ya
4776,g,enggak
4777,suipit,sipit
4778,y,ya
4779,ngomong,mengomong
4780,aj,saja
4781,gk,enggak
4782,"sama""",sama-sama
4783,sipiit,sipit
4784,ga,enggak
4785,kedengeran,kedengaran
4786,akn,akan
4787,slalu,selalu
4788,smua,semua
4789,yg,yang
4790,kaka,kakak
4791,semangaatt,semangat
4792,trus,terus
4793,yaah,ya
4794,promil,program hamil
4795,krn,karena
4796,tdk,tidak
4797,lancr,lancar
4798,keputihn,keputihan
4799,gratisss,gratis
4800,km,kami
4801,aamiin,amin
4802,yaa,ya
4803,kebayang,terbayang
4804,dr,dari
4805,aamiin,amin
4806,"mdh""",mudah-mudah
4807,qt,kita
4808,bz,bisa
4809,amiinn,amin
4810,liatnya,lihatnya
4811,kk,kakak
4812,aamiin,amin
4813,amiennn,amien
4814,aamiin,amin
4815,aminnn,amin
4816,amiin,amin
4817,amiin,amin
4818,ammin,amin
4819,amiin,amin
4820,amiin,amin
4821,amiin,amin
4822,smg,semoga
4823,mendapatkn,mendapatkan
4824,yg,yang
4825,aminn,amin
4826,aamiin,amin
4827,yaa,ya
4828,yg,yang
4829,laki2,laki-laki
4830,yg,yang
4831,nihh,nih
4832,nonton,menonton
4833,sampe,sampai
4834,lucuuuk,lucu
4835,jg,juga
4836,yaaa,ya
4837,yaa,ya
4838,gw,gue
4839,amaattt,amat
4840,namain,menamai
4841,aje,saja
4842,yaoloh,yaallah
4843,guee,gue
4844,emang,memang
4845,nambah,bertambah
4846,klo,kalo
4847,ngerayain,merayakan
4848,nambah,bertambah
4849,nambah,bertambah
4850,sotoy,sok tau
4851,yaoloh,yaallah
4852,njir,anjir
4853,liat,lihat
4854,ny,nya
4855,yok,yuk
4856,buatin,membuat
4857,gini,begini
4858,kpn,kapan
4859,d.bikinin,dibikin
4860,kya,kaya
4861,gini,begini
4862,yah,ya
4863,mmz,mas
4864,bikinin,bikin
4865,bapeeeer,bawa perasaan
4866,ngiri,mengiri
4867,yg,yang
4868,lahh,lah
4869,bs,bisa
4870,bikinin,membikin
4871,yah,ya
4872,baperr,bawa perasaan
4873,keliatannya,kelihatannya
4874,udah,sudah
4875,keliatannya,kelihatannya
4876,ilang,hilang
4877,tetep,tetap
4878,siih,sih
4879,udah,sudah
4880,gak,enggak
4881,duluuu,dulu
4882,diginiin,dibeginikan
4883,nnti,nanti
4884,yaa,ya
4885,hadeehh,aduh
4886,org,orang
4887,pu,punya
4888,suamiiiii,suami
4889,sj,saja
4890,tp,tapi
4891,kliatan,kelihatan
4892,krenn,keren
4893,yg,yang
4894,gw,gue
4895,blg,bilang
4896,kebykan,kebanyakan
4897,pake,pakai
4898,aja,saja
4899,keles,kali
4900,bnyak,banyak
4901,aja,saja
4902,tingal,tinggal
4903,pernikahn,pernikahan
4904,ga,enggak
4905,ngtain,mengatai
4906,da,ada
4907,macem,macam
4908,orang2,orang-orang
4909,nggak,enggak
4910,bgt,banget
4911,klo,kalo
4912,bagusnyeee,bagusnya
4913,bgtt,banget
4914,kemaren,kemarin
4915,yg,yang
4916,yg,yang
4917,yank,sayang
4918,hmpir,hampir
4919,kyak,kayak
4920,ama,sama
4921,dehh,deh
4922,liatnyaaa,lihatnya
4923,waw,wow
4924,mbuh,embuh
4925,bsk,besok
4926,nyari,mencari
4927,yg,yang
4928,aja,saja
4929,yg,yang
4930,jdi,jadi
4931,udh,sudah
4932,sya,saya
4933,baper,bawa perasaan
4934,yaah,ya
4935,waaa,wah
4936,kereenn,keren
4937,berbiiiiiihhh,barbie
4938,canteek,cantik
4939,yahh,ya
4940,gini,begini
4941,aminnnn,amin
4942,aja,saja
4943,udah,sudah
4944,engga,enggak
4945,kebayang,terbayang
4946,gmna,bagaimana
4947,teru,terus
4948,nyatok,mencatok
4949,nyampenya,sampainya
4950,yg,yang
4951,goncengin,boncengkan
4952,blm,belum
4953,kasi,kasih
4954,mba,mbak
4955,mba,mbak
4956,bgt,banget
4957,dianterin,diantar
4958,gebleg,geblek
4959,gw,gue
4960,dianterin,diantarkan
4961,udh,sudah
4962,bosen,bosan
4963,anterin,antar
4964,ama,sama
4965,gw,gue
4966,pengen,pengin
4967,engga,enggak
4968,aja,saja
4969,yg,yang
4970,ngantar,mengantar
4971,nganterin,mengantarkan
4972,nangis,menangis
4973,mz,mas
4974,emg,memang
4975,nerima,menerima
4976,ati2,hati-hati
4977,ntar,entar
4978,diapa2in,diapa-apai
4979,lgi,lagi
4980,beneran,benaran
4981,gak,enggak
4982,yeuh,ya
4983,ga,enggak
4984,dianterin,diantar
4985,kmn,kemana
4986,anterin,antarkan
4987,gak,enggak
4988,kmu,kamu
4989,dianter,diantar
4990,disupirin,disopiri
4991,anterin,antarkan
4992,yg,yang
4993,yg,yang
4994,yg,yang
4995,yg,yang
4996,klo,kalo
4997,bgt,banget
4998,aj,saja
4999,lbh,lebih
5000,trs,terus
5001,jidad,jidat
5002,lbh,lebih
5003,yg,yang
5004,lbh,lebih
5005,yg,yang
5006,lbh,lebih
5007,jangan2,jangan-jangan
5008,yg,yang
5009,yg,yang
5010,yg,yang
5011,yg,yang
5012,ga,enggak
5013,yg,yang
5014,ciee,cie
5015,yg,yang
5016,bln,bulan
5017,novembr,november
5018,yaa,ya
5019,ka,kak
5020,smga,semoga
5021,smpe,sampai
5022,hri,hari
5023,yg,yang
5024,donk,dong
5025,bedain,membedakan
5026,yg,yang
5027,genduut,gendut
5028,ka,kak
5029,yg,yang
5030,yg,yang
5031,ehhh,eh
5032,smua,semua
5033,gak,enggak
5034,yaa,ya
5035,kl,kalo
5036,yg,yang
5037,g,enggak
5038,bertatto,bertato
5039,brrt,berarti
5040,ak,aku
5041,yg,yang
5042,yg,yang
5043,kana,kanan
5044,yg,yang
5045,yg,yang
5046,dtg,datang
5047,doong,dong
5048,yg,yang
5049,bedain,membedakan
5050,yg,yang
5051,yg,yang
5052,yg,yang
5053,sbelah,sebelah
5054,cew,cewek
5055,it,itu
5056,yg,yang
5057,sblah,sebelah
5058,yg,yang
5059,keliatan,kelihatan
5060,yg,yang
5061,tauuu,tau
5062,yg,yang
5063,yg,yang
5064,yg,yang
5065,tengaj,tengah
5066,yg,yang
5067,yg,yang
5068,ka,kak
5069,org,orang
5070,kn,kan
5071,ps,pas
5072,jg,juga
5073,liat,lihat
5074,kk,kakak
5075,dri,dari
5076,k,kak
5077,kn,kan
5078,yg,yang
5079,ad,ada
5080,yg,yang
5081,pke,pakai
5082,kk,kakak
5083,y,ya
5084,yg,yang
5085,gmpg,gampang
5086,bgt,banget
5087,yg,yang
5088,yg,yang
5089,engk,enggak
5090,br,baru
5091,yg,yang
5092,gk,enggak
5093,dr,dari
5094,ak,aku
5095,apal,hapal
5096,dak,indak
5097,ni,ini
5098,rupa2nya,rupa-rupanya
5099,kembaq,kembar
5100,yg,yang
5101,yg,yang
5102,yg,yang
5103,yg,yang
5104,bngt,banget
5105,yg,yang
5106,tngh,tengah
5107,yg,yang
5108,klw,kalau
5109,mknya,makanya
5110,sdkit,sedikit
5111,kyk,kayak
5112,prmpuan,perempuan
5113,yg,yang
5114,pcarny,pacarnya
5115,yg,yang
5116,ketuker,tertukar
5117,gmana,bagaimana
5118,udah,sudah
5119,yg,yang
5120,tu,itu
5121,yg,yang
5122,yg,yang
5123,drimnanya,darimananya
5124,bgt,banget
5125,cntikan,cantikan
5126,gak,enggak
5127,edaaaan,edan
5128,mw,mau
5129,dgn,dengan
5130,dgn,dengan
5131,yg,yang
5132,bngt,banget
5133,syp,siapa
5134,yg,yang
5135,bcnda,bercanda
5136,cantiiik,cantik
5137,ahhh,ah
5138,uhhh,uh
5139,bazengg,bajingan
5140,haiii,hai
5141,bangat,banget
5142,bosaan,bosan
5143,gitu2,begitu-gitu
5144,udah,sudah
5145,pake,pakai
5146,kmana2,kemana-mana
5147,gak,enggak
5148,yuuk,yuk
5149,miripp,mirip
5150,kk,kakak
5151,kyk,kayak
5152,bnget,banget
5153,lg,lagi
5154,kl,kalo
5155,adlh,adalah
5156,dlm,dalam
5157,hrsnya,harusnya
5158,sdh,sudah
5159,krn,karena
5160,bhw,bahwa
5161,yg,yang
5162,bkn,bukan
5163,yg,yang
5164,sdg,sedang
5165,org,orang
5166,yg,yang
5167,yg,yang
5168,jd,jadi
5169,tdk,tidak
5170,krn,karena
5171,gmn,bagaimana
5172,kl,kalo
5173,dgn,dengan
5174,sdh,sudah
5175,ksh,kasih
5176,utk,untuk
5177,kl,kalo
5178,pdhl,padahal
5179,lg,lagi
5180,jd,jadi
5181,dgn,dengan
5182,komentar2,komentar-komentar
5183,yg,yang
5184,kenyataan2,kenyataan-kenyataan
5185,yg,yang
5186,silahkan,silakan
5187,yg,yang
5188,sbg,sebagai
5189,dtg,datang
5190,lwt,lewat
5191,yg,yang
5192,krn,karena
5193,yg,yang
5194,yg,yang
5195,yg,yang
5196,sy,saya
5197,dlm,dalam
5198,sdh,sudah
5199,jd,jadi
5200,sy,saya
5201,spt,seperti
5202,yg,yang
5203,mba,mbak
5204,yg,yang
5205,sy,saya
5206,yg,yang
5207,jd,jadi
5208,sy,saya
5209,tp,tapi
5210,sj,saja
5211,tdk,tidak
5212,sy,saya
5213,krn,karena
5214,sy,saya
5215,sdh,sudah
5216,yg,yang
5217,utk,untuk
5218,jg,juga
5219,sdh,sudah
5220,blg,bilang
5221,org2,orang-orang
5222,dr,dari
5223,gw,gue
5224,blg,bilang
5225,sukur2,sukur-sukur
5226,yg,yang
5227,dpt,dapat
5228,dr,dari
5229,tp,tapi
5230,bener,benar
5231,yg,yang
5232,mba,mbak
5233,dlm,dalam
5234,mba,mbak
5235,aamiin,amin
5236,lg,lagi
5237,gw,gue
5238,ksh,kasih
5239,yg,yang
5240,jg,juga
5241,baek2,baik-baik
5242,hati2,hati-hati
5243,sma,sama
5244,yg,yang
5245,smua,semua
5246,sma,sama
5247,cma,cuma
5248,yg,yang
5249,gak,enggak
5250,nasehatin,menasihati
5251,blm,belum
5252,jg,juga
5253,dgn,dengan
5254,jgn,jangan
5255,krna,karena
5256,hnya,hanya
5257,km,kamu
5258,yg,yang
5259,bener,benar
5260,yaa,ya
5261,jgn,jangan
5262,sama2,sama-sama
5263,dgn,dengan
5264,yg,yang
5265,yg,yang
5266,kl,kalo
5267,utk,untuk
5268,beda2,beda-beda
5269,jgn,jangan
5270,km,kamu
5271,dgn,dengan
5272,berbeda2,berbeda-beda
5273,skrg,sekarang
5274,yg,yang
5275,bkn,bukan
5276,yg,yang
5277,silahkan,silakan
5278,lg,lagi
5279,dgn,dengan
5280,dgn,dengan
5281,yg,yang
5282,dibkatakan,dikatakan
5283,yg,yang
5284,bhw,bahwa
5285,mrk,mereka
5286,yg,yang
5287,doonk,dong
5288,yg,yang
5289,yg,yang
5290,dgn,dengan
5291,ngaku,mengaku
5292,pengikuy,pengikut
5293,tp,tapi
5294,ngmngin,mengomongkan
5295,dr,dari
5296,yg,yang
5297,dmn,dimana
5298,tuch,tuh
5299,u,untuk
5300,org,orang
5301,yg,yang
5302,ngmngin,mengomongkan
5303,gak,enggak
5304,dr,dari
5305,gak,enggak
5306,jgn,jangan
5307,dapet,dapat
5308,sblmnya,sebelumnya
5309,mba,mbak
5310,maksd,maksud
5311,bner,benar
5312,tp,tapi
5313,dr,dari
5314,yg,yang
5315,masing2,masing-masing
5316,adkah,adakah
5317,yg,yang
5318,menbelah,membelah
5319,yg,yang
5320,karna,karena
5321,mba,mbak
5322,ayuk,ayo
5323,yg,yang
5324,mngira,mengira
5325,bertolernsi,bertoleransi
5326,slahkan,salahkan
5327,krna,karena
5328,tolernsi,toleransi
5329,aminn,amin
5330,yg,yang
5331,tdk,tidak
5332,tu,itu
5333,tdk,tidak
5334,yg,yang
5335,dgn,dengan
5336,dgn,dengan
5337,yg,yang
5338,yg,yang
5339,tdk,tidak
5340,yg,yang
5341,skrang,sekarang
5342,sbnarnya,sebenarnya
5343,ingi,ingin
5344,dlm,dalam
5345,dah,deh
5346,oalaaaa,walah
5347,menjelekan,menjelekkan
5348,hadeuuh,aduh
5349,ngomong,mengomong
5350,aja,saja
5351,dikemanain,dikemanakan
5352,pake,pakai
5353,aja,saja
5354,gk,enggak
5355,yg,yang
5356,aneh2,aneh-aneh
5357,km,kamu
5358,gmn,bagaimana
5359,ngak,enggak
5360,yg,yang
5361,ato,atau
5362,yg,yang
5363,jg,juga
5364,trus,terus
5365,jg,juga
5366,bpknya,bapaknya
5367,yg,yang
5368,dgn,dengan
5369,jd,jadi
5370,yg,yang
5371,yg,yang
5372,yg,yang
5373,yg,yang
5374,yg,yang
5375,adlh,adalah
5376,dlm,dalam
5377,tdk,tidak
5378,baca2,baca-baca
5379,ga,enggak
5380,yg,yang
5381,dgn,dengan
5382,lbh,lebih
5383,hrsnya,harusnya
5384,jwb,jawab
5385,sy,saya
5386,dgn,dengan
5387,bkn,bukan
5388,tp,tapi
5389,tdk,tidak
5390,sy,saya
5391,yg,yang
5392,mrk,mereka
5393,yg,yang
5394,gk,enggak
5395,mrk,mereka
5396,adlh,adalah
5397,bkn,bukan
5398,cm,cuma
5399,tp,tapi
5400,jg,juga
5401,org,orang
5402,bs,bisa
5403,kl,kalo
5404,tdk,tidak
5405,tdk,tidak
5406,lbh,lebih
5407,dgn,dengan
5408,tdk,tidak
5409,yg,yang
5410,mba,mbak
5411,tp,tapi
5412,komen2,komen-komen
5413,yg,yang
5414,dgn,dengan
5415,berbeda2,berbeda-beda
5416,pdhl,padahal
5417,dlm,dalam
5418,yg,yang
5419,adlh,adalah
5420,adlh,adalah
5421,yg,yang
5422,kpd,kepada
5423,tdk,tidak
5424,sbg,sebagai
5425,utk,untuk
5426,dr,dari
5427,ga,enggak
5428,yg,yang
5429,sebelum2nya,sebelum-sebelumnya
5430,sbagai,sebagai
5431,masing2,masing-masing
5432,amiin,amin
5433,sedihh,sedih
5434,ka,kak
5435,kangennnn,kangen
5436,smga,semoga
5437,d,di
5438,gndakan,gandakan
5439,kk,kakak
5440,kangeeeeeeeenya,kangen
5441,sm,sama
5442,k,kak
5443,bgt,banget
5444,yg,yang
5445,kngen,kangen
5446,bgtt,banget
5447,sma,sama
5448,gaa,enggak
5449,akn,akan
5450,yg,yang
5451,ganti'kn,menggantikan
5452,smg,semoga
5453,tnang,tenang
5454,amiiiiiiiiiiiiiiiiin,amin
5455,sma,sama
5456,kangennnn,kangen
5457,kgeeeen,kangen
5458,kangeenn,kangen
5459,kangennn,kangen
5460,bangeeeet,banget
5461,smoga,semoga
5462,tnang,tenang
5463,kgn,kangen
5464,hdup,hidup
5465,g,enggak
5466,bsok,besok
5467,hbis,habis
5468,mti,mati
5469,g,enggak
5470,bngetttt,banget
5471,kangeen,kangen
5472,bgect,banget
5473,bangat,banget
5474,dgn,dengan
5475,ama,sama
5476,yah,ya
5477,ajah,saja
5478,aja,saja
5479,ajah,saja
5480,fto,foto
5481,ni,ini
5482,"kebaikan""y",kebaikannya
5483,d,di
5484,trima,terima
5485,smoga,semoga
5486,jg,juga
5487,d,di
5488,dssi,disisi
5489,kngenn,kangen
5490,bngett,banget
5491,kebayang,terbayang
5492,yg,yang
5493,yg,yang
5494,kangeeeeennn,kangen
5495,pengen,pengin
5496,dgr,dengar
5497,lagii,lagi
5498,dasyat,dahsyat
5499,ngak,enggak
5500,karna,karena
5501,ngak,enggak
5502,ni,nih
5503,aer,air
5504,bgni,begini
5505,kk,kakak
5506,sya,saya
5507,pake,pakai
5508,skalii,sekali
5509,kngen,kangen
5510,kk,kakak
5511,ama,sama
5512,org,orang
5513,yg,yang
5514,spt,seperti
5515,alm,almarhum
5516,gg,enggak
5517,dtinggl,ditinggal
5518,kk,kakak
5519,terbaiiikkkkk,terbaik
5520,murahhh,murah
5521,pecahhg,pecah
5522,ihh,ih
5523,skrang,sekarang
5524,yahh,ya
5525,gini,begini
5526,kaka,kakak
5527,kakakgh,kakak
5528,terbaeeeek,terbaik
5529,bet,banget
5530,pngen,pengin
5531,emg,memang
5532,prempuan,perempuan
5533,pengen,pengin
5534,udah,sudah
5535,manteep,mantap
5536,wihh,wih
5537,gk,enggak
5538,yg,yang
5539,ngerii,ngeri
5540,bangettt,banget
5541,dehh,deh
5542,makasih,terima kasih
5543,yg,yang
5544,nggeh,engah
5545,indonesiaaa,indonesia
5546,makasih,terima kasih
5547,beneran,benaran
5548,inia,ini
5549,ap,apa
5550,maluu,malu
5551,sempet,sempat
5552,karna,karena
5553,gk,enggak
5554,cobaaaa,coba
5555,ngerii,ngeri
5556,bangett,banget
5557,dehhh,deh
5558,gak,enggak
5559,akn,akan
5560,nyesel,menyesal
5561,cepetan,cepatan
5562,ga,enggak
5563,nyesel,menyesal
5564,udah,sudah
5565,buktiin,membuktikan
5566,yg,yang
5567,ntapsss,mantap
5568,njir,anjir
5569,kamiiii,kami
5570,yg,yang
5571,bgttt,banget
5572,sll,selalu
5573,smangat,semangat
5574,mb,mbak
5575,bc,baca
5576,makasih,terima kasih
5577,byk,banyak
5578,temen2,teman-teman
5579,yg,yang
5580,yaa,ya
5581,byk,banyak
5582,yg,yang
5583,syg,sayang
5584,aq,aku
5585,qmu,kamu
5586,aq,aku
5587,jdi,jadi
5588,tw,tau
5589,gimana,bagaimana
5590,sdkit2,sedikit-sedikit
5591,tntg,tentang
5592,penyakitny,penyakitnya
5593,gak,enggak
5594,da,ada
5595,yg,yang
5596,gak,enggak
5597,mgkin,mungkin
5598,yg,yang
5599,qmu,kamu
5600,slalu,selalu
5601,slalu,selalu
5602,ngajarin,mengajari
5603,tntg,tentang
5604,pa,apa
5605,krn,karena
5606,smakin,semakin
5607,qmu,kamu
5608,dy,dia
5609,spt,seperti
5610,laenny,lainnya
5611,jga,juga
5612,dri,dari
5613,laenny,lainnya
5614,jga,juga
5615,jga,juga
5616,yach,ya
5617,smoga,semoga
5618,bsa,bisa
5619,dapet,dapat
5620,amiinnn,amin
5621,scpatny,secepatnya
5622,trus,terus
5623,yach,ya
5624,bwt,buat
5625,sampein,sampaikan
5626,bwt,buat
5627,yach,ya
5628,smoga,semoga
5629,slalu,selalu
5630,jdi,jadi
5631,yg,yang
5632,bwt,buat
5633,tuany,tuanya
5634,jdi,jadi
5635,yg,yang
5636,amiiinn,amin
5637,bgt,banget
5638,byk,banyak
5639,amiin,amin
5640,iyaaa,iya
5641,gpp,enggak apa-apa
5642,amiinn,amin
5643,ttp,tetap
5644,slalu,selalu
5645,jdi,jadi
5646,yach,ya
5647,amiiinnn,amin
5648,mudah2an,mudah-mudahan
5649,doa2,doa-doa
5650,yg,yang
5651,utk,untuk
5652,amiiinn,amin
5653,bgttt,banget
5654,pjg,panjang
5655,yahhh,ya
5656,syg,sayang
5657,adeeek,adek
5658,jd,jadi
5659,dr,dari
5660,aminnn,amin
5661,amiin,amin
5662,q,ku
5663,bca,baca
5664,ampe,sampai
5665,netes,menetes
5666,mataq,mataku
5667,q,ku
5668,byangin,membayangkan
5669,trjadi,terjadi
5670,ma,sama
5671,q,aku
5672,skrg,sekarang
5673,pnya,punya
5674,bln,bulan
5675,q,aku
5676,dposisi,diposisi
5677,mgkn,mungkin
5678,q,aku
5679,g,enggak
5680,utk,untuk
5681,q,ku
5682,mba,mbak
5683,spt,seperti
5684,tanda2nya,tanda-tandanya
5685,spt,seperti
5686,dijwb,dijawab
5687,smoga,semoga
5688,yg,yang
5689,orgtuanya,orang tuanya
5690,org,orang
5691,aamiin,amin
5692,smoga,semoga
5693,slalu,selalu
5694,aamiin,amin
5695,mudah2an,mudah-mudahan
5696,amiin,amin
5697,byk,banyak
5698,dr,dari
5699,ga,enggak
5700,tmpt,tempat
5701,anak2,anak-anak
5702,tp,tapi
5703,anak2,anak-anak
5704,dgn,dengan
5705,anak2,anak-anak
5706,yg,yang
5707,dgn,dengan
5708,utk,untuk
5709,tmn2nya,teman-temannya
5710,amiinn,amin
5711,makasih,terima kasih
5712,sayy,sayang
5713,bgt,banget
5714,byk,banyak
5715,dr,dari
5716,q,ku
5717,pgen,pengin
5718,jd,jadi
5719,kyk,kayak
5720,km,kamu
5721,benar2,benar-benar
5722,pgn,pengin
5723,salaam,salam
5724,y,ya
5725,kakk,kak
5726,mba,mbak
5727,nangis,menangis
5728,mba,mbak
5729,yg,yang
5730,jg,juga
5731,sampek,sampai
5732,aq,aku
5733,ngerasain,merasai
5734,yg,yang
5735,rasain,rasai
5736,na,nya
5737,aq,aku
5738,ngajar,mengajar
5739,gmn,bagaimana
5740,dri,dari
5741,yg,yang
5742,yg,yang
5743,yaa,ya
5744,dri,dari
5745,liad,lihat
5746,fto2,foto-foto
5747,ngerasa,merasa
5748,yg,yang
5749,laen,lain
5750,yg,yang
5751,bgt,banget
5752,yaa,ya
5753,yg,yang
5754,dlu,dulu
5755,karna,karena
